player_id,name,current_value,current_date,peak_value,peak_date,days_since_update,is_stale,total_goals,total_assists,total_minutes,total_appearances,total_yellow_cards,total_red_cards,goals_per_90,assists_per_90,date_of_birth,position,sub_position,foot,height_in_cm,country_of_citizenship,age,log_value,age_squared,recent_goals_per_90,recent_assists_per_90,recent_minutes,league_tier,league_tier_missing,predicted_log_value,residual
170934,Mario Lemina,6000000,2025-12-17,15000000,2018-01-02,72,False,17,12,23527,357,68,2,0.0650316657457389,0.0459047052322863,1993-09-01,Midfield,Defensive Midfield,right,184.0,Gabon,32.29295003422313,15.607270193858982,1042.8346219128318,0.04716981132075472,0.14150943396226415,1908.0,1.0,0,14.301412302572098,1.305857891286884
170929,Massadio Haïdara,900000,2025-12-17,3000000,2014-01-15,72,False,3,9,13260,207,34,2,0.0203619909502262,0.0610859728506787,1992-12-02,Defender,Left-Back,left,179.0,Mali,33.0403832991102,13.710151153416941,1091.6669285521205,0.0,0.0,2030.0,1.0,0,14.018501485347093,-0.3083503319301517
170851,Josip Calusic,300000,2025-12-17,1500000,2023-06-22,72,False,0,0,647,13,1,0,0.0,0.0,1993-10-11,Defender,Centre-Back,left,187.0,Croatia,32.18343600273785,12.611541086966115,1035.7735529423228,0.0,0.0,647.0,1.0,0,12.561209082749992,0.050332004216123494
170838,Salih Uçan,1200000,2025-12-17,5500000,2014-07-23,72,False,14,28,12179,249,44,0,0.1034567698497413,0.2069135396994827,1994-01-06,Midfield,Central Midfield,right,182.0,Türkiye,31.94524298425736,13.997832948091215,1020.498549323244,0.0,0.16728624535315986,538.0,1.0,0,13.659420055220332,0.33841289287088294
169368,Ohi Omoijuanfo,350000,2025-12-17,2500000,2023-06-26,72,False,18,4,3091,49,4,0,0.5241022322872857,0.1164671627305079,1994-01-10,Attack,Centre-Forward,right,188.0,Norway,31.93429158110883,12.765691290604371,1019.7989787872783,0.0,0.0,0.0,1.0,1,12.610374778805344,0.15531651179902717
168163,Deni Milosevic,150000,2025-12-17,2300000,2020-01-03,72,False,19,17,14432,228,21,0,0.1184866962305986,0.1060144124168514,1995-03-09,Midfield,Attacking Midfield,right,183.0,Bosnia-Herzegovina,30.77618069815195,11.918397239722838,947.1732983653006,0.0,1.836734693877551,49.0,1.0,0,14.01207150123575,-2.0936742615129127
166237,Leandro Paredes,5000000,2025-12-17,40000000,2019-03-07,72,False,28,39,23606,361,104,2,0.106752520545624,0.1486910107599763,1994-06-29,Midfield,Defensive Midfield,right,182.0,Argentina,31.468856947296374,15.424948670398354,990.2889575694032,0.23591087811271297,0.05897771952817824,1526.0,1.0,0,14.88496990223347,0.5399787681648842
163053,Mame Thiam,1200000,2025-12-17,3200000,2024-03-15,72,False,80,30,17670,237,29,1,0.4074702886247878,0.1528013582342954,1992-10-09,Attack,Centre-Forward,right,185.0,Senegal,33.18822724161533,13.997832948091215,1101.458427441098,0.32091917591125196,0.07131537242472266,2524.0,1.0,0,14.537704273964668,-0.5398713258734524
124422,Robin Yalçın,600000,2025-12-17,2000000,2021-05-21,72,False,9,5,16197,218,55,0,0.0500092609742544,0.0277829227634747,1994-01-25,Defender,Centre-Back,right,185.0,Türkiye,31.89322381930185,13.304686600863562,1017.1777255880828,0.03288271830471319,0.0,2737.0,1.0,0,14.373831830761091,-1.0691452298975292
159668,Sam Larsson,800000,2025-12-17,7000000,2017-01-18,72,False,58,65,22293,301,13,0,0.2341542188130803,0.2624142107387969,1993-04-10,Midfield,Attacking Midfield,right,180.0,Sweden,32.68720054757016,13.592368256649284,1068.4530796370707,0.09311950336264874,0.23279875840662184,1933.0,1.0,0,14.580028098617705,-0.987659841968421
152733,Onur Bulut,700000,2025-12-17,3800000,2023-09-27,72,False,8,21,12613,198,16,0,0.0570839609926266,0.1498453976056449,1994-04-16,Defender,Right-Back,right,179.0,Türkiye,31.67145790554415,13.45883704259595,1003.0812458626549,0.0,0.1325478645066274,1358.0,1.0,0,13.86627588131135,-0.40743883871539843
149498,Gabriel Paulista,700000,2025-12-17,22000000,2019-12-20,72,False,10,11,31466,377,72,3,0.0286023008962054,0.0314625309858259,1990-11-26,Defender,Centre-Back,right,185.0,Brazil,35.058179329226554,13.45883704259595,1229.0759378802081,0.0,0.08108108108108109,2220.0,1.0,0,13.529824338005199,-0.07098729540924786
139395,Ricardo Esgaio,800000,2025-12-17,6000000,2021-01-28,72,False,8,49,25967,360,89,0,0.0277275002888281,0.1698309392690722,1993-05-16,Defender,Right-Back,right,172.0,Portugal,32.5886379192334,13.592368256649284,1062.019321430897,0.0,0.0,867.0,1.0,0,14.133309909851693,-0.5409416532024096
137616,Okay Yokuşlu,2000000,2025-12-17,12000000,2019-06-11,72,False,12,12,18352,283,67,2,0.0588491717523975,0.0588491717523975,1994-03-09,Midfield,Defensive Midfield,right,190.0,Türkiye,31.77549623545517,14.508658238524095,1009.6821610094256,0.05545286506469501,0.0,1623.0,1.0,0,13.848973360973401,0.6596848775506938
136184,Jonas Svensson,700000,2025-12-17,5500000,2018-10-04,72,False,8,37,25582,296,53,3,0.02814478930498,0.1301696505355327,1993-03-06,Defender,Right-Back,right,170.0,Norway,32.78302532511978,13.45883704259595,1074.726749467445,0.0,0.07311129163281885,2462.0,1.0,0,14.881859481848796,-1.4230224392528452
131506,Samu Saiz,100000,2025-12-17,3500000,2018-02-27,72,False,15,8,3881,69,13,0,0.3478484926565318,0.1855191960834836,1991-01-22,Midfield,Attacking Midfield,right,174.0,Spain,34.902121834360024,11.51293546492023,1218.1581085405107,0.0,0.0,1.0,1.0,0,12.18976390082849,-0.676828435908261
129513,Alexandru Maxim,500000,2025-12-17,7000000,2014-02-12,72,False,70,71,23095,359,64,0,0.2727863173847153,0.2766832647759255,1990-07-08,Midfield,Attacking Midfield,right,177.0,Romania,35.44421629021218,13.122365377402328,1256.2924684273426,0.2525429673798667,0.2525429673798667,2851.0,1.0,0,14.08304390152377,-0.9606785241214411
125858,Kerem Demirbay,1500000,2025-12-17,32000000,2019-06-05,72,False,35,64,21212,324,60,1,0.1485008485762775,0.2715444088251932,1993-07-03,Midfield,Central Midfield,left,183.0,Germany,32.45722108145106,14.220976332738882,1053.471200330191,0.0,0.05531653349723417,1627.0,1.0,0,14.008053655506052,0.21292267723283054
157113,Nazım Sangaré,200000,2025-12-17,2700000,2021-03-16,72,False,6,15,11656,166,25,0,0.046328071379547,0.1158201784488675,1994-05-30,Defender,Right-Back,right,185.0,Türkiye,31.550992470910334,12.206077645517674,995.4651258994405,0.0,0.0,352.0,1.0,0,13.299373929496522,-1.093296283978848
248355,Vaclav Jurecka,1000000,2025-12-17,2000000,2024-10-04,72,False,3,2,1205,41,4,0,0.2240663900414937,0.1493775933609958,1994-06-26,Attack,Centre-Forward,right,182.0,Czech Republic,31.477070499657767,13.815511557963774,990.8059672404253,0.0949367088607595,0.189873417721519,948.0,1.0,0,13.094564303702786,0.720947254260988
168408,Lubomir Satka,1800000,2025-12-17,3000000,2021-10-15,72,False,2,4,6241,73,5,0,0.0288415318058003,0.0576830636116007,1995-12-02,Defender,Centre-Back,right,188.0,Slovakia,30.04243668720055,14.403297778421795,902.5480021044535,0.03278688524590164,0.06557377049180328,2745.0,1.0,0,14.062535579709271,0.34076219871252356
259025,Umut Bozok,1200000,2025-12-17,6000000,2018-12-17,72,False,37,17,6918,147,14,0,0.4813529921942758,0.2211621856027753,1996-09-19,Attack,Centre-Forward,right,178.0,Türkiye,29.24298425735797,13.997832948091215,855.1521282760862,0.28662420382165604,0.07165605095541401,1256.0,1.0,0,14.396757108518974,-0.39892416042775913
401356,Edson Álvarez,22000000,2025-12-17,35000000,2022-11-11,72,False,15,10,16885,232,68,2,0.079952620669233,0.053301747112822,1997-10-24,Midfield,Defensive Midfield,right,190.0,Mexico,28.147843942505133,16.906553056777135,792.3011186116229,0.0,0.08329477093937991,2161.0,1.0,0,16.186098433994044,0.720454622783091
397090,Davidson,350000,2025-12-17,4400000,2021-03-16,72,False,42,33,14596,209,23,1,0.258975061660729,0.2034804055905727,1991-03-05,Attack,Left Winger,right,177.0,Brazil,34.78713210130048,12.765691290604371,1210.1445598333303,0.4891304347826087,0.0,368.0,1.0,0,12.600116802882857,0.16557448772151417
396516,Nicholas Opoku,1500000,2025-12-17,1500000,2025-03-20,72,False,0,1,5903,72,23,0,0.0,0.0152464848382178,1997-08-11,Defender,Centre-Back,right,190.0,Ghana,28.35044490075291,14.220976332738882,803.7477260706265,0.0,0.0,2577.0,1.0,0,14.313334177725892,-0.09235784498700994
395862,Hüseyin Türkmen,200000,2025-12-17,3500000,2020-01-03,72,False,0,4,8068,112,14,0,0.0,0.0446207238472979,1998-01-01,Defender,Centre-Back,right,183.0,Türkiye,27.958932238193015,12.206077645517674,781.7018918998687,0.0,0.0,532.0,1.0,0,13.98395587502604,-1.7778782295083673
394872,Rayyan Baniya,1500000,2025-12-17,3500000,2023-09-27,72,False,2,0,4442,58,8,0,0.0405222872579918,0.0,1999-02-18,Defender,Centre-Back,right,194.0,Türkiye,26.82819986310746,14.220976332738882,719.7523078948392,0.0,0.0,214.0,1.0,0,13.5458671908158,0.6751091419230821
393371,Abdullah Yiğiter,400000,2025-12-17,400000,2025-12-17,72,False,0,0,1800,20,0,0,0.0,0.0,2000-02-20,Goalkeeper,Goalkeeper,right,189.0,Türkiye,25.82340862422998,12.899222326086994,666.8484329739554,0.0,0.0,1350.0,1.0,0,13.684388887004756,-0.7851665609177623
391555,Melih İbrahimoğlu,1800000,2025-12-17,1800000,2025-12-17,72,False,2,1,3203,54,8,0,0.0561973150171714,0.0280986575085857,2000-07-17,Midfield,Central Midfield,both,175.0,Türkiye,25.418206707734427,14.403297778421795,646.0852322371154,0.0,0.03456221198156682,2604.0,1.0,0,14.171733835830125,0.23156394259167
390379,Mustafa Eskihellaç,3000000,2025-12-17,3000000,2025-12-17,72,False,7,17,11705,162,21,0,0.053823152498932,0.1307133703545493,1997-05-05,Defender,Left-Back,right,175.0,Türkiye,28.618754277891856,14.914123179965662,819.0330964183535,0.0,0.18018018018018017,2997.0,1.0,0,15.629550960007716,-0.7154277800420541
401923,Victor Osimhen,75000000,2025-12-17,120000000,2023-06-15,72,False,147,33,18800,257,41,1,0.7037234042553191,0.1579787234042553,1998-12-29,Attack,Centre-Forward,right,186.0,Nigeria,26.9678302532512,18.132998684833918,727.2638685681707,0.9931840311587147,0.05842259006815969,3081.0,1.0,0,17.370574361694697,0.7624243231392214
388820,Levent Mercan,3500000,2025-12-17,3500000,2025-12-17,72,False,4,10,6833,112,11,0,0.052685496853505,0.1317137421337626,2000-12-10,Defender,Left-Back,left,176.0,Türkiye,25.018480492813143,15.068273812173887,625.9243661692718,0.0,0.26392961876832843,1023.0,1.0,0,14.899272366423286,0.1690014457506006
379209,Deian Sorescu,2000000,2025-12-17,2000000,2024-12-23,72,False,10,11,5069,74,10,0,0.1775498125863089,0.1953047938449398,1997-08-29,Defender,Right-Back,right,175.0,Romania,28.301163586584533,14.508658238524095,800.9558603546183,0.03657049979683056,0.2559934985778139,2461.0,1.0,0,14.346288949953808,0.16236928857028765
375719,Yasir Subaşı,100000,2025-12-17,600000,2020-01-03,72,False,0,3,3792,71,8,0,0.0,0.0712025316455696,1996-01-01,Defender,Left-Back,left,180.0,Türkiye,29.960301163586585,11.51293546492023,897.6196458128077,0.0,0.0,481.0,1.0,0,13.191420128761626,-1.678484663841397
375137,Ismail Jakobs,6000000,2025-12-17,8000000,2023-12-18,72,False,5,13,10338,182,22,0,0.0435287289611143,0.1131746952988972,1999-08-17,Defender,Left-Back,left,184.0,Senegal,26.33538672142368,15.607270193858982,693.5525937669388,0.0,0.04975124378109453,1809.0,1.0,0,15.800365868716817,-0.19309567485783496
373373,Lucas Martínez Quarta,4500000,2025-12-17,15000000,2021-12-28,72,False,11,2,9030,123,34,3,0.1096345514950166,0.0199335548172757,1996-05-10,Defender,Centre-Back,right,183.0,Argentina,29.60438056125941,15.319588176962746,876.4193484158741,0.0,0.0,245.0,1.0,1,13.632745406382135,1.6868427705806113
366194,Abdurrahim Dursun,250000,2025-12-17,500000,2020-01-03,72,False,0,1,2109,50,2,0,0.0,0.0426742532005689,1998-12-01,Defender,Left-Back,left,176.0,Türkiye,27.04449007529089,12.429220196836383,731.4044434325075,0.0,0.0,824.0,1.0,0,13.402122758836104,-0.9729025619997209
364244,Godfried Frimpong,2000000,2025-12-17,2000000,2024-12-19,72,False,2,6,6386,88,10,0,0.0281866583150642,0.0845599749451926,1999-04-21,Defender,Left-Back,left,180.0,Netherlands,26.65845311430527,14.508658238524095,710.6731224476124,0.036555645816409424,0.10966693744922827,2462.0,1.0,0,15.01323103344366,-0.5045727949195644
358166,Eldor Shomurodov,5000000,2025-12-17,14000000,2021-10-14,72,False,54,30,13080,260,16,0,0.3715596330275229,0.2064220183486238,1995-06-29,Attack,Centre-Forward,right,190.0,Uzbekistan,30.469541409993155,15.424948670398354,928.3929537352877,0.5198776758409785,0.21406727828746178,2943.0,1.0,0,15.884237830625347,-0.4592891602269926
382528,Kerem Aktürkoğlu,22000000,2025-12-17,25000000,2024-12-19,72,False,66,55,16010,239,24,0,0.3710181136789506,0.3091817613991255,1998-10-21,Attack,Left Winger,right,172.0,Türkiye,27.156741957563312,16.906553056777135,737.4886337496797,0.30337078651685395,0.22752808988764045,3560.0,1.0,0,17.692148692509207,-0.7855956357320721
358115,Luis Pérez,1200000,2025-12-17,2000000,2024-10-11,72,False,0,2,6519,92,5,0,0.0,0.0276115968706856,1995-02-04,Defender,Right-Back,right,175.0,Spain,30.86652977412731,13.997832948091215,952.7426602970878,0.0,0.0430828147438966,2089.0,1.0,0,13.59082053112176,0.40701241696945445
402733,Gonzalo Montiel,4500000,2025-12-17,17000000,2021-07-16,72,False,3,9,5818,103,33,1,0.0464077002406325,0.1392231007218975,1997-01-01,Defender,Right-Back,right,175.0,Argentina,28.95824777549624,15.319588176962746,838.5801142270329,0.0,0.0,353.0,2.0,0,13.569045665034613,1.750542511928133
411838,Bruno Viana,700000,2025-12-17,7000000,2021-01-28,72,False,9,6,16539,192,37,4,0.0489751496462905,0.0326500997641937,1995-02-05,Defender,Centre-Back,right,186.0,Brazil,30.863791923340177,13.45883704259595,952.5736518872383,0.0,0.0,1503.0,1.0,0,14.042623283844193,-0.5837862412482426
464446,Andri Fannar Baldursson,1500000,2025-12-17,1800000,2024-06-13,72,False,1,1,2577,55,12,0,0.0349243306169965,0.0349243306169965,2002-01-10,Midfield,Defensive Midfield,right,187.0,Iceland,23.93429158110883,14.220976332738882,572.850313489537,0.0,0.0,1427.0,1.0,0,14.390117406394344,-0.16914107365546194
249952,Berkay Özcan,1800000,2025-12-17,5000000,2023-03-14,72,False,13,16,14742,243,10,0,0.0793650793650793,0.0976800976800976,1998-02-15,Midfield,Central Midfield,right,178.0,Türkiye,27.835728952772072,14.403297778421795,774.8278063321934,0.05338078291814947,0.1601423487544484,1686.0,1.0,0,15.640655890263673,-1.2373581118418784
462772,Tayyip Talha Sanuç,1800000,2025-12-17,5000000,2023-03-14,72,False,4,1,6411,96,12,2,0.0561534861956013,0.0140383715489003,1999-12-17,Defender,Centre-Back,right,188.0,Türkiye,26.001368925393567,14.403297778421795,676.0711859944222,0.0,0.0,805.0,1.0,0,14.054108242700076,0.3491895357217185
461951,Kartal Yılmaz,2500000,2025-12-17,2800000,2025-10-01,72,False,3,11,7264,110,22,0,0.037169603524229,0.1362885462555066,2000-11-04,Midfield,Defensive Midfield,right,174.0,Türkiye,25.117043121149894,14.731801689838349,630.8658551497032,0.04455445544554455,0.22277227722772278,2020.0,1.0,0,15.66650535982935,-0.9347036699910003
454567,Orkun Kökçü,25000000,2025-12-17,35000000,2023-06-23,72,False,48,50,20671,270,50,1,0.2089884379081805,0.217696289487688,2000-12-29,Midfield,Central Midfield,both,175.0,Türkiye,24.966461327857637,17.034386422832473,623.3241912354109,0.15456329735034346,0.22080471050049066,4076.0,1.0,0,18.20813291891503,-1.1737464960825577
452084,Ahmed Kutucu,4000000,2025-12-17,6000000,2019-12-17,72,False,15,14,3749,105,14,0,0.3600960256068284,0.3360896238997066,2000-03-01,Attack,Left Winger,right,181.0,Türkiye,25.796030116358654,15.201805169084134,665.4351697640827,0.34974093264248707,0.34974093264248707,772.0,1.0,0,14.984275180705845,0.2175299883782884
451642,Can Keleş,1800000,2025-12-17,2200000,2024-10-04,72,False,8,8,3583,70,7,0,0.2009489254814401,0.2009489254814401,2001-09-02,Attack,Right Winger,left,180.0,Austria,24.290212183436,14.403297778421795,590.0144079163427,0.22332506203473945,0.2977667493796526,1209.0,1.0,0,14.881339862673782,-0.478042084251987
405399,Denis Drăguș,3000000,2025-12-17,4000000,2024-05-31,72,False,28,5,7485,132,21,0,0.3366733466933868,0.0601202404809619,1999-07-06,Attack,Centre-Forward,right,185.0,Romania,26.45037645448323,14.914123179965662,699.6224145838809,0.09297520661157024,0.0,968.0,1.0,0,14.65729698997369,0.2568261899919726
448058,Giannis Papanikolaou,1500000,2025-12-17,2500000,2023-10-06,72,False,3,2,5317,80,19,0,0.0507805153281925,0.0338536768854617,1998-11-18,Midfield,Defensive Midfield,left,182.0,Greece,27.08008213552361,14.220976332738882,733.330848466705,0.045090180360721446,0.045090180360721446,1996.0,1.0,0,14.279395459408777,-0.058419126669894794
440653,Oğulcan Ülgün,1200000,2025-12-17,1400000,2025-03-20,72,False,9,6,5295,113,34,1,0.1529745042492918,0.1019830028328611,1998-05-11,Midfield,Central Midfield,right,178.0,Türkiye,27.603011635865844,13.997832948091215,761.9262513697452,0.20327498588368154,0.20327498588368154,1771.0,1.0,0,14.62493556577649,-0.6271026176852743
438927,Pedro Silva Torrejón,800000,2025-12-17,800000,2025-12-17,72,False,5,7,4102,48,2,0,0.1097025841053144,0.1535836177474402,1997-01-25,Defender,Left-Back,left,180.0,Argentina,28.892539356605067,13.592368256649284,834.7788304729727,0.0,0.0,180.0,1.0,0,13.364385885829643,0.22798237081964068
435135,Ali Emre Yanar,100000,2025-12-17,375000,2024-03-15,72,False,0,0,720,8,2,0,0.0,0.0,1998-05-15,Goalkeeper,Goalkeeper,right,190.0,Türkiye,27.59206023271732,11.51293546492023,761.3217878859006,0.0,0.0,90.0,1.0,0,13.21048561008855,-1.6975501451683215
433105,Dal Varesanovic,2000000,2025-12-17,2600000,2024-10-04,72,False,14,5,4493,74,13,0,0.2804362341419986,0.1001557979078566,2001-05-23,Midfield,Attacking Midfield,right,177.0,Bosnia-Herzegovina,24.56947296372348,14.508658238524095,603.6590017151391,0.13274336283185842,0.19911504424778761,1356.0,1.0,0,14.722096220332462,-0.21343798180836693
432752,Ivan Brnic,2000000,2025-12-17,2000000,2025-10-01,72,False,8,1,2120,42,0,0,0.3396226415094339,0.0424528301886792,2001-08-23,Attack,Left Winger,right,173.0,Croatia,24.317590691307323,14.508658238524095,591.3452170299566,0.43478260869565216,0.0,1242.0,1.0,0,14.146484594781368,0.362173643742727
422203,Umut Güneş,2200000,2025-12-17,3000000,2024-05-31,72,False,4,6,7514,143,9,2,0.0479105669417088,0.0718658504125632,2000-03-16,Midfield,Central Midfield,left,177.0,Türkiye,25.75496235455168,14.603968372873895,663.3180858843742,0.0,0.10410641989589357,1729.0,1.0,0,15.091813282132325,-0.4878449092584294
420465,Tiago Djaló,7000000,2025-12-17,16000000,2023-03-27,72,False,5,2,8930,119,25,0,0.0503919372900335,0.0201567749160134,2000-04-09,Defender,Centre-Back,right,190.0,Portugal,25.689253935660503,15.76142084987672,659.9377677708486,0.06289308176100629,0.0,1431.0,1.0,0,15.06642671140551,0.694994138471209
417228,Danylo Sikan,5000000,2025-12-17,7000000,2024-06-06,72,False,37,12,7157,141,12,0,0.465278748078804,0.1509012155931256,2001-04-16,Attack,Centre-Forward,right,187.0,Ukraine,24.670773442847366,15.424948670398354,608.6470622683029,0.35856573705179284,0.17928286852589642,1004.0,1.0,0,15.801045800519745,-0.3760971301213907
442320,Didier Lamkel Zé,300000,2025-12-17,4500000,2019-12-13,72,False,30,11,8701,122,38,0,0.310309159866682,0.11378002528445,1996-09-17,Attack,Left Winger,right,189.0,Cameroon,29.24845995893224,12.611541086966115,855.4724099692626,0.5598755832037325,0.0,643.0,2.0,0,14.088069183388809,-1.476528096422694
355757,Samet Yalçın,250000,2025-12-17,400000,2023-06-21,72,False,0,0,676,18,4,0,0.0,0.0,1994-03-03,Midfield,Central Midfield,right,180.0,Türkiye,31.79192334017796,12.429220196836383,1010.7263896677521,0.0,0.0,218.0,1.0,0,12.531244299439468,-0.10202410260308525
410158,Rodrigo Becão,3000000,2025-12-17,11000000,2023-09-27,72,False,8,4,16152,200,54,1,0.0445765230312035,0.0222882615156017,1996-01-19,Defender,Centre-Back,right,191.0,Brazil,29.911019849418206,14.914123179965662,894.6691084322899,0.0,0.0,6.0,1.0,0,14.39419764540305,0.5199255345626117
354173,Adil Demirbağ,1800000,2025-12-17,2700000,2022-10-27,72,False,3,5,11315,150,39,1,0.0238621299160406,0.0397702165267344,1997-12-10,Defender,Centre-Back,right,185.0,Türkiye,28.019164955509925,14.403297778421795,785.0736048040756,0.037267080745341616,0.11180124223602485,2415.0,1.0,0,15.488339605216163,-1.0850418267943684
295024,Samet Akaydin,1200000,2025-12-17,4200000,2023-03-14,72,False,8,2,10002,123,34,0,0.0719856028794241,0.017996400719856,1994-03-13,Defender,Centre-Back,right,190.0,Türkiye,31.76454483230664,13.997832948091215,1008.9863084036185,0.1196808510638298,0.0398936170212766,2256.0,1.0,0,13.980363193912389,0.017469754178826236
293998,Onur Ergün,250000,2025-12-17,1500000,2022-03-31,72,False,3,1,6307,105,23,0,0.042809576660853,0.014269858886951,1992-11-15,Midfield,Defensive Midfield,right,185.0,Türkiye,33.086926762491444,12.429220196836383,1094.7447225864726,0.0,0.17716535433070865,508.0,1.0,0,12.345249843964206,0.08397035287217669
292199,Uğurcan Çakır,15000000,2025-12-17,19000000,2021-05-25,72,False,0,3,24697,276,30,0,0.0,0.0109325019233105,1996-04-05,Goalkeeper,Goalkeeper,right,191.0,Türkiye,29.700205338809035,16.52356082573315,882.1021971674206,0.0,0.0,3307.0,1.0,0,16.429484338511106,0.09407648722204343
291750,Soner Dikmen,800000,2025-12-17,2800000,2022-06-01,72,False,16,5,13763,191,28,0,0.10462835137688,0.032696359805275,1993-09-01,Midfield,Central Midfield,right,179.0,Türkiye,32.29295003422313,13.592368256649284,1042.8346219128318,0.21264028352037803,0.0,1693.0,1.0,0,13.859451718994546,-0.26708346234526203
291739,Milot Rashica,4000000,2025-12-17,35000000,2019-12-17,72,False,59,70,23927,341,19,0,0.2219250219417394,0.2633008734901993,1996-06-28,Attack,Right Winger,right,178.0,Kosovo,29.470225872689937,15.201805169084134,868.4942129873634,0.2065167508031207,0.289123451124369,2179.0,1.0,0,16.391043177600203,-1.1892380085160692
289117,Federico Álvarez,375000,2025-12-17,900000,2016-08-08,72,False,2,11,8538,117,16,0,0.0210822206605762,0.1159522136331693,1994-08-07,Defender,Left-Back,left,183.0,Argentina,31.362080766598226,12.834683971615659,983.5801100106304,0.0,0.0,1034.0,1.0,0,13.608218594871065,-0.7735346232554061
289075,Oleksandr Zubkov,7500000,2025-12-17,8000000,2024-12-17,72,False,32,32,9658,147,12,1,0.2981983847587492,0.2981983847587492,1996-08-03,Attack,Right Winger,left,182.0,Ukraine,29.371663244353183,15.830413711839864,862.6946017396878,0.3263825929283772,0.40797824116047143,2206.0,1.0,0,15.402831186924464,0.4275825249153993
286170,Tarık Çetin,600000,2025-12-17,600000,2025-12-17,72,False,0,0,3873,50,5,1,0.0,0.0,1997-01-08,Goalkeeper,Goalkeeper,right,193.0,Türkiye,28.93908281998631,13.304686600863562,837.4705144620268,0.0,0.0,1081.0,1.0,0,13.639359915208443,-0.33467331434488123
278654,Emre Akbaba,500000,2025-12-17,5500000,2018-05-29,72,False,65,37,19379,289,35,0,0.3018731616698488,0.1718354920274524,1992-10-04,Midfield,Attacking Midfield,left,180.0,Türkiye,33.20191649555099,13.122365377402328,1102.3672589775408,0.3511053315994798,0.11703511053315994,1538.0,1.0,0,14.17863242940556,-1.056267052003232
278343,Felix Uduokhai,5000000,2025-12-17,16000000,2021-06-09,72,False,6,1,15769,203,31,1,0.0342444035766377,0.0057074005961062,1997-09-09,Defender,Centre-Back,left,193.0,Germany,28.27104722792608,15.424948670398354,799.2521113636268,0.0,0.0,2288.0,1.0,0,16.167532735321217,-0.7425840649228626
275935,Dorukhan Toköz,800000,2025-12-17,7000000,2022-06-01,72,False,5,9,8583,165,28,1,0.0524292205522544,0.094372596994058,1996-05-21,Midfield,Defensive Midfield,right,180.0,Türkiye,29.57426420260096,13.592368256649284,874.6371031252447,0.0,0.0,1047.0,1.0,0,13.975199154988623,-0.38283089833933914
275683,Melih Kabasakal,800000,2025-12-17,800000,2025-10-01,72,False,2,3,5164,68,14,0,0.034856700232378,0.052285050348567,1996-02-18,Midfield,Defensive Midfield,right,178.0,Türkiye,29.828884325804243,13.592368256649284,889.76234012221,0.04007123775601069,0.04007123775601069,2246.0,1.0,0,13.718609622893643,-0.12624136624435955
274839,Wilfred Ndidi,10000000,2025-12-17,60000000,2021-06-08,72,False,15,17,26870,325,65,0,0.0502419054707852,0.0569408262002232,1996-12-16,Midfield,Defensive Midfield,right,183.0,Nigeria,29.00205338809035,16.118095750958314,841.1191007256429,0.03532182103610675,0.0706436420722135,2548.0,1.0,0,16.337642629937786,-0.21954687897947167
272855,Paul Onuachu,6000000,2025-12-17,22000000,2021-10-06,72,False,163,33,21211,334,49,0,0.6916222714629202,0.1400216868605912,1994-05-28,Attack,Centre-Forward,right,201.0,Nigeria,31.5564681724846,15.607270193858982,995.8106835210335,0.5970809376382131,0.07961079168509509,2261.0,1.0,0,15.310101263435815,0.29716893042316705
271495,Abdülkadir Ömür,2500000,2025-12-17,15000000,2019-06-04,72,False,22,38,13831,211,10,0,0.1431566770298604,0.247270623960668,1999-06-25,Midfield,Right Midfield,left,168.0,Türkiye,26.480492813141684,14.731801689838349,701.2164996268483,0.0,0.1490066225165563,1208.0,1.0,0,15.29827857839071,-0.5664768885523603
267473,Matej Hanousek,150000,2025-12-17,900000,2019-06-25,72,False,0,2,5294,79,7,0,0.0,0.034000755572346,1993-06-02,Defender,Left-Back,left,182.0,Czech Republic,32.54209445585216,11.918397239722838,1058.9879115736037,0.0,0.0,1032.0,1.0,0,12.723913747067074,-0.8055165073442367
354340,Rick van Drongelen,4000000,2025-12-17,8000000,2019-12-13,72,False,8,2,11955,141,29,0,0.0602258469259723,0.015056461731493,1998-12-20,Defender,Centre-Back,left,188.0,Netherlands,26.99247091033539,15.201805169084134,728.5934858453021,0.08400746733042937,0.028002489110143122,3214.0,1.0,0,16.469358651269832,-1.2675534821856989
265569,Youssef Aït Bennasser,1000000,2025-12-17,10000000,2018-12-17,72,False,5,6,11646,160,23,0,0.0386398763523956,0.0463678516228748,1996-07-07,Midfield,Defensive Midfield,right,184.0,Morocco,29.44558521560575,13.815511557963774,867.0424886894999,0.0,0.09724473257698542,1851.0,1.0,0,14.703056781265074,-0.8875452233013004
263380,Attila Szalai,2000000,2025-12-17,15000000,2022-01-04,72,False,8,6,10741,135,16,0,0.0670328647239549,0.0502746485429662,1998-01-20,Defender,Centre-Back,left,192.0,Hungary,27.906913073237508,14.508658238524095,778.7957972772346,0.0,0.0683371298405467,1317.0,1.0,0,14.623818683948894,-0.11516044542479875
295955,Uğurcan Yazğılı,1200000,2025-12-17,1200000,2024-12-23,72,False,4,3,6464,95,16,0,0.0556930693069306,0.041769801980198,1999-04-09,Defender,Centre-Back,right,184.0,Türkiye,26.691307323750856,13.997832948091215,712.425886650916,0.04641567818463126,0.04641567818463126,1939.0,1.0,0,15.024719019277967,-1.0268860711867518
